"timestamp","formatversion","webaclid","terminatingruleid","terminatingruletype","action","terminatingrulematchdetails","httpsourcename","httpsourceid","rulegrouplist","ratebasedrulelist","nonterminatingmatchingrules","httprequest","httprequest"
"1602457886103","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","india_unblock","REGULAR","BLOCK","[]","CF","E24QBI9XZ95MCM","[]","[]","[]","{clientip=66.249.66.41, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=HD2nyS-Gy_PfyR_yDcw1EY0T-1hbGuEjo5HasyhRqb7ibEx3Us72Gw==}","{clientip=66.249.66.41, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=HD2nyS-Gy_PfyR_yDcw1EY0T-1hbGuEjo5HasyhRqb7ibEx3Us72Gw==}"
"1602458690782","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","india_unblock","REGULAR","BLOCK","[]","CF","E24QBI9XZ95MCM","[]","[]","[]","{clientip=66.249.66.61, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=goXhwujDcYQeMBrN_7ThiwBZPvgKp_vFz33uKRzE90NU6gLxRK3fkQ==}","{clientip=66.249.66.61, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=goXhwujDcYQeMBrN_7ThiwBZPvgKp_vFz33uKRzE90NU6gLxRK3fkQ==}"
"1602457533816","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","india_unblock","REGULAR","BLOCK","[]","CF","E24QBI9XZ95MCM","[]","[]","[]","{clientip=66.249.66.62, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=mqluzMTeSfxbsDKvvXiAVAHRvnKgD1QaA2fNuJdMJ9XsRHEFjdJ6sw==}","{clientip=66.249.66.62, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=mqluzMTeSfxbsDKvvXiAVAHRvnKgD1QaA2fNuJdMJ9XsRHEFjdJ6sw==}"
"1602457818517","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","india_unblock","REGULAR","BLOCK","[]","CF","E24QBI9XZ95MCM","[]","[]","[]","{clientip=66.249.66.40, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=L6V_Q4b8WJp5D_ppvCfp_M5sPBaQteA5qOs4IRoDgUEeRZwjWyUiJQ==}","{clientip=66.249.66.40, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=L6V_Q4b8WJp5D_ppvCfp_M5sPBaQteA5qOs4IRoDgUEeRZwjWyUiJQ==}"
"1602459183599","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","Default_Action","REGULAR","ALLOW","[]","CF","E24QBI9XZ95MCM","[]","[{ratebasedruleid=arn:aws:wafv2:us-east-1:536882088250_MANAGED:global/ipset/c829680f-4011-40d9-8e4a-0477bb5e98c8_f8b8099d-f976-40f8-a531-7a2515ce2a57_IPV4/f8b8099d-f976-40f8-a531-7a2515ce2a57, limitkey=IP, maxrateallowed=100}]","[]","{clientip=117.230.142.106, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=user-agent, value=Mozilla/5.0 (Linux; Android 5.1.1; SM-J320FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36}, {name=dnt, value=1}, {name=accept, value=image/webp,image/apng,image/*,*/*;q=0.8}, {name=referer, value=https://www.shyaway.com/amp/}, {name=accept-encoding, value=gzip, deflate, br}, {name=accept-language, value=en-GB,en-US;q=0.9,en;q=0.8}, {name=cookie, value=_ga=amp-YQ_ciZ1SL7RBeOqjv2dm9A}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=djAWlu9t-MoO_m4Qz2nxafR84KkzMPiMazgzOsXVOWl-qqBQXnp6XQ==}","{clientip=117.230.142.106, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=user-agent, value=Mozilla/5.0 (Linux; Android 5.1.1; SM-J320FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36}, {name=dnt, value=1}, {name=accept, value=image/webp,image/apng,image/*,*/*;q=0.8}, {name=referer, value=https://www.shyaway.com/amp/}, {name=accept-encoding, value=gzip, deflate, br}, {name=accept-language, value=en-GB,en-US;q=0.9,en;q=0.8}, {name=cookie, value=_ga=amp-YQ_ciZ1SL7RBeOqjv2dm9A}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=djAWlu9t-MoO_m4Qz2nxafR84KkzMPiMazgzOsXVOWl-qqBQXnp6XQ==}"
"1602219421675","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","Default_Action","REGULAR","ALLOW","[]","CF","E24QBI9XZ95MCM","[]","[{ratebasedruleid=arn:aws:wafv2:us-east-1:536882088250_MANAGED:global/ipset/c829680f-4011-40d9-8e4a-0477bb5e98c8_1cbda46c-58a1-4edc-8ea8-57a93c8fc198_IPV6/1cbda46c-58a1-4edc-8ea8-57a93c8fc198, limitkey=IP, maxrateallowed=100}]","[]","{clientip=2409:4064:2006:f893::253a:20a5, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=user-agent, value=Mozilla/5.0 (Linux; Android 6.0; CPH1609 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36}, {name=accept, value=image/webp,image/*,*/*;q=0.8}, {name=referer, value=https://www.shyaway.com/amp/panty-online/?_gl=1*h6k5np*_ga*czRXRGdvWTBYOXJLb1NXcWxCcEZrWUtKbWxQZ0prVGNLVFpNSmR2cE9QZjByWDdldXYwcHZoWnF0VGhvb0VmUA..}, {name=accept-encoding, value=gzip, deflate, sdch, br}, {name=accept-language, value=en-GB,en-US;q=0.8,en;q=0.6}, {name=cookie, value=visitor_id=5f43261d3806e; AMCVS_B77A13975D6949E00A495E66%40AdobeOrg=1; AMCV_B77A13975D6949E00A495E66%40AdobeOrg=-432600572%7CMCIDTS%7C18545%7CMCMID%7C22047767658705060383860956673402391252%7CMCAAMLH-1602824001%7C12%7CMCAAMB-1602824001%7CRKhpRz8krg2tLO6pguXWp5olkAcUniQYPHaMWWgdJ3xzPWQmdj0y%7CMCOPTOUT-1602226401s%7CNONE%7CvVersion%7C4.5.2; _ga=GA1.2.s4WDgoY0X9rKoSWqlBpFkYKJmlPgJkTcKTZMJdvpOPf0rX7euv0pvhZqtThooEfP; _gid=GA1.2.1067068340.1602219203; gpv_pn=no-coverage-panty; s_getNewRepeat=1602219396701-New; s_cc=true; _fbp=fb.1.1598236198299.1842129637; cto_bundle=YtmX0V80Z05qYTBHNSUyRkZuQzBISzZXek4wclZYR08wMVZkb3hWcWphVnYwVDYlMkZBeG0lMkZTUSUyRnZGc01YN1NWdWF4JTJGQnlraiUyQlBzV1ZTeExoY2o5cnRkNndEc3p3TiUyRjZMRFFneFZyRlpkQ0VLWDdqUTh1dkpzcjJmYXlaTnZ4WmdPUG84V2duZk1KamhhUUN0TFVCMkJoOFB5cHpZdyUzRCUzRA; PHPSESSID=7f14s5ucot65shvgibv77g16p5; form_key=7Qm8abWLaFVnceVo; s_tp=5559; s_ppv=no-coverage-panty%2C30%2C24%2C1643}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=eoBM9RuGRVOgNQ3IP-TO6Rd7WBf2Id7pALVMfx91VwQTtjPfDsaetA==}","{clientip=2409:4064:2006:f893::253a:20a5, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=user-agent, value=Mozilla/5.0 (Linux; Android 6.0; CPH1609 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36}, {name=accept, value=image/webp,image/*,*/*;q=0.8}, {name=referer, value=https://www.shyaway.com/amp/panty-online/?_gl=1*h6k5np*_ga*czRXRGdvWTBYOXJLb1NXcWxCcEZrWUtKbWxQZ0prVGNLVFpNSmR2cE9QZjByWDdldXYwcHZoWnF0VGhvb0VmUA..}, {name=accept-encoding, value=gzip, deflate, sdch, br}, {name=accept-language, value=en-GB,en-US;q=0.8,en;q=0.6}, {name=cookie, value=visitor_id=5f43261d3806e; AMCVS_B77A13975D6949E00A495E66%40AdobeOrg=1; AMCV_B77A13975D6949E00A495E66%40AdobeOrg=-432600572%7CMCIDTS%7C18545%7CMCMID%7C22047767658705060383860956673402391252%7CMCAAMLH-1602824001%7C12%7CMCAAMB-1602824001%7CRKhpRz8krg2tLO6pguXWp5olkAcUniQYPHaMWWgdJ3xzPWQmdj0y%7CMCOPTOUT-1602226401s%7CNONE%7CvVersion%7C4.5.2; _ga=GA1.2.s4WDgoY0X9rKoSWqlBpFkYKJmlPgJkTcKTZMJdvpOPf0rX7euv0pvhZqtThooEfP; _gid=GA1.2.1067068340.1602219203; gpv_pn=no-coverage-panty; s_getNewRepeat=1602219396701-New; s_cc=true; _fbp=fb.1.1598236198299.1842129637; cto_bundle=YtmX0V80Z05qYTBHNSUyRkZuQzBISzZXek4wclZYR08wMVZkb3hWcWphVnYwVDYlMkZBeG0lMkZTUSUyRnZGc01YN1NWdWF4JTJGQnlraiUyQlBzV1ZTeExoY2o5cnRkNndEc3p3TiUyRjZMRFFneFZyRlpkQ0VLWDdqUTh1dkpzcjJmYXlaTnZ4WmdPUG84V2duZk1KamhhUUN0TFVCMkJoOFB5cHpZdyUzRCUzRA; PHPSESSID=7f14s5ucot65shvgibv77g16p5; form_key=7Qm8abWLaFVnceVo; s_tp=5559; s_ppv=no-coverage-panty%2C30%2C24%2C1643}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=eoBM9RuGRVOgNQ3IP-TO6Rd7WBf2Id7pALVMfx91VwQTtjPfDsaetA==}"
"1602213467113","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","Default_Action","REGULAR","ALLOW","[]","CF","E24QBI9XZ95MCM","[]","[{ratebasedruleid=arn:aws:wafv2:us-east-1:536882088250_MANAGED:global/ipset/c829680f-4011-40d9-8e4a-0477bb5e98c8_1cbda46c-58a1-4edc-8ea8-57a93c8fc198_IPV6/1cbda46c-58a1-4edc-8ea8-57a93c8fc198, limitkey=IP, maxrateallowed=100}]","[]","{clientip=2409:4072:6e8d:e0b:b8b6:887e:35c7:d449, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=save-data, value=on}, {name=user-agent, value=Mozilla/5.0 (Linux; Android 9; Redmi Y2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36}, {name=accept, value=image/webp,image/apng,image/*,*/*;q=0.8}, {name=sec-fetch-site, value=same-site}, {name=sec-fetch-mode, value=no-cors}, {name=sec-fetch-dest, value=image}, {name=referer, value=https://www.shyaway.com/}, {name=accept-encoding, value=gzip, deflate, br}, {name=accept-language, value=en-IN,en-GB;q=0.9,en-US;q=0.8,en;q=0.7}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=nlwY7BV5NG3UrMCt9tmzJbulrjHuo_ZijVasyDlhPBDiHpVZeDXI0g==}","{clientip=2409:4072:6e8d:e0b:b8b6:887e:35c7:d449, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=save-data, value=on}, {name=user-agent, value=Mozilla/5.0 (Linux; Android 9; Redmi Y2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.127 Mobile Safari/537.36}, {name=accept, value=image/webp,image/apng,image/*,*/*;q=0.8}, {name=sec-fetch-site, value=same-site}, {name=sec-fetch-mode, value=no-cors}, {name=sec-fetch-dest, value=image}, {name=referer, value=https://www.shyaway.com/}, {name=accept-encoding, value=gzip, deflate, br}, {name=accept-language, value=en-IN,en-GB;q=0.9,en-US;q=0.8,en;q=0.7}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=nlwY7BV5NG3UrMCt9tmzJbulrjHuo_ZijVasyDlhPBDiHpVZeDXI0g==}"
"1602282528742","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","Default_Action","REGULAR","ALLOW","[]","CF","E24QBI9XZ95MCM","[]","[{ratebasedruleid=arn:aws:wafv2:us-east-1:536882088250_MANAGED:global/ipset/c829680f-4011-40d9-8e4a-0477bb5e98c8_1cbda46c-58a1-4edc-8ea8-57a93c8fc198_IPV6/1cbda46c-58a1-4edc-8ea8-57a93c8fc198, limitkey=IP, maxrateallowed=100}]","[]","{clientip=2402:3a80:1b14:3be5:d9b9:f346:58fd:6b90, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=accept, value=image/png,image/svg+xml,image/*;q=0.8,video/*;q=0.8,*/*;q=0.5}, {name=accept-encoding, value=gzip, deflate, br}, {name=user-agent, value=Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1}, {name=accept-language, value=en-us}, {name=referer, value=https://www.shyaway.com/amp/panty-online/?_gl=1*zr2tbd*_ga*clRtQjZTemtlejlhM3E0bDdvWXNzbFJCQUIzX3pId3ByNXU3QXo5UURmWk9LR1hFRUtRbmkxYWJRNldFTWdaRA..}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=OcJ3nv7PLoolTMAl-iEiVswLsX8HJYopf6k-ar8vMFxBbt_V5_PXmg==}","{clientip=2402:3a80:1b14:3be5:d9b9:f346:58fd:6b90, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=accept, value=image/png,image/svg+xml,image/*;q=0.8,video/*;q=0.8,*/*;q=0.5}, {name=accept-encoding, value=gzip, deflate, br}, {name=user-agent, value=Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1}, {name=accept-language, value=en-us}, {name=referer, value=https://www.shyaway.com/amp/panty-online/?_gl=1*zr2tbd*_ga*clRtQjZTemtlejlhM3E0bDdvWXNzbFJCQUIzX3pId3ByNXU3QXo5UURmWk9LR1hFRUtRbmkxYWJRNldFTWdaRA..}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=OcJ3nv7PLoolTMAl-iEiVswLsX8HJYopf6k-ar8vMFxBbt_V5_PXmg==}"
"1602215404444","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","Default_Action","REGULAR","ALLOW","[]","CF","E24QBI9XZ95MCM","[]","[{ratebasedruleid=arn:aws:wafv2:us-east-1:536882088250_MANAGED:global/ipset/c829680f-4011-40d9-8e4a-0477bb5e98c8_1cbda46c-58a1-4edc-8ea8-57a93c8fc198_IPV6/1cbda46c-58a1-4edc-8ea8-57a93c8fc198, limitkey=IP, maxrateallowed=100}]","[]","{clientip=2409:4055:17:975d:2d04:6018:8851:c640, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=user-agent, value=Mozilla/5.0 (Linux; U; Android 8.1.0; en-US; vivo 1724 Build/OPM1.171019.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.9.9.1155 Mobile Safari/537.36}, {name=accept, value=image/webp,image/*,*/*;q=0.8}, {name=referer, value=https://www.shyaway.com/amp/}, {name=accept-encoding, value=gzip, deflate, br}, {name=accept-language, value=en-US}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=VCe9CsTu5kJ_hhNg0R4inOXKiL2cOGi9uHLeImxPx6npQY3XzVnuGQ==}","{clientip=2409:4055:17:975d:2d04:6018:8851:c640, country=IN, headers=[{name=Host, value=cdn.shyaway.com}, {name=user-agent, value=Mozilla/5.0 (Linux; U; Android 8.1.0; en-US; vivo 1724 Build/OPM1.171019.011) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.9.9.1155 Mobile Safari/537.36}, {name=accept, value=image/webp,image/*,*/*;q=0.8}, {name=referer, value=https://www.shyaway.com/amp/}, {name=accept-encoding, value=gzip, deflate, br}, {name=accept-language, value=en-US}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/2.0, httpmethod=GET, requestid=VCe9CsTu5kJ_hhNg0R4inOXKiL2cOGi9uHLeImxPx6npQY3XzVnuGQ==}"
"1602468890602","1","arn:aws:wafv2:us-east-1:536882088250:global/webacl/Cloudfrontend_Req/c829680f-4011-40d9-8e4a-0477bb5e98c8","india_unblock","REGULAR","BLOCK","[]","CF","E24QBI9XZ95MCM","[]","[]","[]","{clientip=66.249.66.41, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=o_Kofl0RlJS-RR_tKCvctrux3XYtgoq0wNJ45WVDuIhZ0yp-NF_MIw==}","{clientip=66.249.66.41, country=US, headers=[{name=Host, value=cdn.shyaway.com}, {name=Accept, value=text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8}, {name=From, value=googlebot(at)googlebot.com}, {name=User-Agent, value=Googlebot-Image/1.0}, {name=Accept-Encoding, value=gzip,deflate,br}], uri=/media/catalog/product/l/i/liberti_world_skin_mid_waist_boyshorts.jpg, args=, httpversion=HTTP/1.1, httpmethod=GET, requestid=o_Kofl0RlJS-RR_tKCvctrux3XYtgoq0wNJ45WVDuIhZ0yp-NF_MIw==}"
